player-name,WK,role,format,matches,innings,not-outs,Runs scored,Highest Score,Average,BF,Strike-rate,100s,50s,4s,6s,Catches,Stumpings,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10w
Ripal Patel,0,bat,t20,11,9,3,191,41*,31.83,101,189.10,0,0,15,14,4,0,11,1,6,15,0,-,-,-,15.00,-,0,0,0
Ripal Patel,0,bat,list-a,9,8,0,111,35,13.87,112,99.10,0,0,6,7,2,0,9,3,84,82,4,2/25,2/25,20.50,5.85,21.00,0,0,0
Ishant Sharma,0,bowl,test,101,135,45,746,57,8.28,2473,30.16,0,1,84,1,22,0,101,181,18504,9780,303,7/74,10/108,32.27,3.17,61.00,10,11,1
Ishant Sharma,0,bowl,t20i,14,3,2,8,5*,8.00,9,88.88,0,0,1,0,4,0,14,14,278,400,8,2/34,2/34,50.00,8.63,34.70,0,0,0
Ishant Sharma,0,bowl,odi,80,28,13,72,13,4.80,203,35.46,0,0,6,0,19,0,80,78,3733,3563,115,4/34,4/34,30.98,5.72,32.40,6,0,0
Ishant Sharma,0,bowl,fc,145,181,64,1022,66,8.73,3265,31.30,0,2,114,4,32,0,145,258,26152,13343,473,7/24,11/51,28.20,3.06,55.20,21,16,2
Ishant Sharma,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ishant Sharma,0,bowl,t20,141,33,25,65,10*,8.12,78,83.33,0,0,5,2,29,0,141,141,3026,3938,112,5/12,5/12,35.16,7.80,27.00,1,1,0
Ishant Sharma,0,bowl,list-a,123,45,20,174,31,6.96,368,47.28,0,0,12,1,26,0,123,120,5834,5154,178,5/21,5/21,28.95,5.30,32.70,10,1,0
Chris Woakes,0,all,test,38,60,12,1321,137*,27.52,2573,51.34,1,5,170,3,17,0,38,71,6512,3282,112,6/17,11/102,29.30,3.02,58.10,2,4,1
Chris Woakes,0,all,t20i,8,7,4,91,37,30.33,63,144.44,0,0,4,5,1,0,8,8,162,253,7,2/40,2/40,36.14,9.37,23.10,0,0,0
Chris Woakes,0,all,odi,104,72,21,1315,95*,25.78,1447,90.87,0,5,97,19,45,0,104,100,4896,4521,149,6/45,6/45,30.34,5.54,32.80,9,3,0
Chris Woakes,0,all,fc,152,224,50,5929,152*,34.07,,,10,24,,,64,0,152,268,25563,13091,514,9/36,11/97,25.46,3.07,49.70,20,21,4
Chris Woakes,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chris Woakes,0,all,t20,114,70,37,818,57*,24.78,601,136.10,0,2,67,28,41,0,114,111,2241,3122,126,4/21,4/21,24.77,8.35,17.70,1,0,0
Chris Woakes,0,all,list-a,186,125,37,2056,95*,23.36,2267,90.69,0,6,154,32,62,0,186,179,8164,7497,227,6/45,6/45,33.02,5.50,35.90,11,3,0
Ravichandran Ashwin,0,all,test,78,109,14,2656,124,27.95,4948,53.67,5,11,304,16,27,0,78,146,21520,10099,409,7/59,13/140,24.69,2.81,52.60,19,30,7
Ravichandran Ashwin,0,all,t20i,46,11,7,123,31*,30.75,115,106.95,0,0,14,1,8,0,46,46,1026,1193,52,4/8,4/8,22.94,6.97,19.70,2,0,0
Ravichandran Ashwin,0,all,odi,111,61,19,675,65,16.07,776,86.98,0,1,59,6,30,0,111,109,6021,4937,150,4/25,4/25,32.91,4.91,40.10,1,0,0
Ravichandran Ashwin,0,all,fc,133,184,30,4568,124,29.66,8411,54.30,7,22,566,22,51,0,133,236,35708,16528,644,7/59,13/140,25.66,2.77,55.40,27,48,11
Ravichandran Ashwin,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ravichandran Ashwin,0,all,t20,252,92,35,758,46,13.29,658,115.19,0,0,72,18,58,0,252,249,5408,6259,249,4/8,4/8,25.13,6.94,21.70,4,0,0
Ravichandran Ashwin,0,all,list-a,171,101,26,1314,79,17.52,1703,77.15,0,4,103,12,49,0,171,169,9232,7121,230,4/25,4/25,30.96,4.62,40.10,1,0,0
Steven Smith,0,bat,test,77,139,17,7540,239,61.80,13680,55.11,27,31,835,43,123,0,77,54,1381,960,17,3/18,4/83,56.47,4.17,81.20,0,0,0
Steven Smith,0,bat,t20i,45,37,8,794,90,27.37,613,129.52,0,4,66,21,29,0,45,17,291,377,17,3/20,3/20,22.17,7.77,17.10,0,0,0
Steven Smith,0,bat,odi,128,113,12,4378,164,43.34,4947,88.49,11,25,377,42,70,0,128,40,1076,971,28,3/16,3/16,34.67,5.41,38.40,0,0,0
Steven Smith,0,bat,fc,136,238,27,12040,239,57.06,21375,56.32,43,51,1393,90,209,0,136,121,5189,3603,68,7/64,8/169,52.98,4.16,76.30,2,1,0
Steven Smith,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Steven Smith,0,bat,t20,215,190,41,4542,101,30.48,3604,126.02,1,21,402,104,118,0,215,52,824,1056,54,4/13,4/13,19.55,7.68,15.20,2,0,0
Steven Smith,0,bat,list-a,177,160,24,6395,164,47.02,7181,89.05,14,39,532,91,99,0,177,69,2030,1840,47,3/16,3/16,39.14,5.43,43.10,0,0,0
Ajinkya Rahane,0,bat,test,73,123,12,4583,188,41.28,9204,49.79,12,23,514,32,95,0,73,-,-,-,-,-,-,-,-,-,-,-,-
Ajinkya Rahane,0,bat,t20i,20,20,2,375,61,20.83,331,113.29,0,1,32,6,16,0,20,-,-,-,-,-,-,-,-,-,-,-,-
Ajinkya Rahane,0,bat,odi,90,87,3,2962,111,35.26,3767,78.63,3,24,293,33,48,0,90,-,-,-,-,-,-,-,-,-,-,-,-
Ajinkya Rahane,0,bat,fc,155,264,27,11448,265*,48.30,21336,53.65,35,50,1393,76,163,0,155,9,108,75,0,-,-,-,4.16,-,0,0,0
Ajinkya Rahane,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ajinkya Rahane,0,bat,t20,207,197,20,5109,105*,28.86,4282,119.31,2,36,531,96,86,0,207,1,6,5,1,1/5,1/5,5.00,5.00,6.00,0,0,0
Ajinkya Rahane,0,bat,list-a,167,163,10,6054,187,39.56,,,10,42,,,80,0,167,2,42,43,3,2/36,2/36,14.33,6.14,14.00,0,0,0
Shikhar Dhawan,0,bat,test,34,58,1,2315,190,40.61,3458,66.94,7,5,316,12,28,0,34,5,54,18,0,-,-,-,2.00,-,0,0,0
Shikhar Dhawan,0,bat,t20i,65,63,3,1673,92,27.88,1313,127.41,0,11,182,49,19,0,65,-,-,-,-,-,-,-,-,-,-,-,-
Shikhar Dhawan,0,bat,odi,142,139,7,5977,143,45.28,6365,93.90,17,32,748,71,66,0,142,-,-,-,-,-,-,-,-,-,-,-,-
Shikhar Dhawan,0,bat,fc,122,202,10,8499,224,44.26,,,25,29,,,120,0,122,,298,142,3,2/30,2/30,47.33,2.85,99.30,0,0,0
Shikhar Dhawan,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shikhar Dhawan,0,bat,t20,292,289,30,8482,106*,32.74,6765,125.38,2,63,958,191,118,0,292,6,48,66,4,1/7,1/7,16.50,8.25,12.00,0,0,0
Shikhar Dhawan,0,bat,list-a,270,266,20,11101,248,45.12,,,30,59,,,131,0,270,,272,249,9,2/22,2/22,27.66,5.49,30.20,0,0,0
Sam Billings,1,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sam Billings,1,bat,t20i,30,27,4,391,87,17.00,293,133.44,0,2,37,12,16,1,30,-,-,-,-,-,-,-,-,-,-,-,-
Sam Billings,1,bat,odi,22,19,2,604,118,35.52,649,93.06,1,4,68,6,16,0,22,-,-,-,-,-,-,-,-,-,-,-,-
Sam Billings,1,bat,fc,71,104,11,3189,171,34.29,5299,60.18,6,14,451,10,167,11,71,1,1,4,0,-,-,-,24.00,-,0,0,0
Sam Billings,1,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sam Billings,1,bat,t20,187,175,26,3527,95*,23.67,2692,131.01,0,21,297,105,107,17,187,-,-,-,-,-,-,-,-,-,-,-,-
Sam Billings,1,bat,list-a,98,87,15,3041,175,42.23,2920,104.14,7,20,319,51,85,8,98,-,-,-,-,-,-,-,-,-,-,-,-
Amit Mishra,0,bowl,test,22,32,2,648,84,21.60,1103,58.74,0,4,79,3,8,0,22,40,5103,2715,76,5/71,7/72,35.72,3.19,67.10,2,1,0
Amit Mishra,0,bowl,t20i,10,1,0,0,0,0.00,0,-,0,0,0,0,1,0,10,10,228,240,16,3/24,3/24,15.00,6.31,14.20,0,0,0
Amit Mishra,0,bowl,odi,36,11,3,43,14,5.37,82,52.43,0,0,4,0,5,0,36,34,1917,1511,64,6/48,6/48,23.60,4.72,29.90,2,2,0
Amit Mishra,0,bowl,fc,152,220,28,4176,202*,21.75,,,1,17,,,77,0,152,,30843,15608,535,6/66,,29.17,3.03,57.60,,21,1
Amit Mishra,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Amit Mishra,0,bowl,t20,236,101,44,782,49,13.71,795,98.36,0,0,76,7,40,0,236,235,4942,5924,262,5/17,5/17,22.61,7.19,18.80,5,2,0
Amit Mishra,0,bowl,list-a,152,102,26,910,55,11.97,,,0,1,,,41,0,152,,7712,5894,252,6/13,6/13,23.38,4.58,30.60,7,6,0
Marcus Stoinis,0,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Marcus Stoinis,0,bat,t20i,28,23,8,376,78,25.06,281,133.80,0,1,34,13,13,0,28,18,254,359,10,2/27,2/27,35.90,8.48,25.40,0,0,0
Marcus Stoinis,0,bat,odi,45,42,7,1106,146*,31.60,1199,92.24,1,6,96,37,12,0,45,42,1476,1506,33,3/16,3/16,45.63,6.12,44.70,0,0,0
Marcus Stoinis,0,bat,fc,61,105,7,3255,170,33.21,6178,52.68,4,24,413,34,22,0,61,83,4984,2686,66,4/73,7/145,40.69,3.23,75.50,2,0,0
Marcus Stoinis,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Marcus Stoinis,0,bat,t20,161,146,37,3489,147*,32.00,2622,133.06,1,19,304,121,43,0,161,104,1476,2193,80,4/15,4/15,27.41,8.91,18.40,3,0,0
Marcus Stoinis,0,bat,list-a,95,88,11,2478,146*,32.18,2833,87.46,4,14,207,88,30,0,95,80,2798,2637,71,4/43,4/43,37.14,5.65,39.40,2,0,0
Umesh Yadav,0,bowl,test,48,55,23,359,31,11.21,719,49.93,0,0,35,17,17,0,48,94,7621,4521,148,6/88,10/133,30.54,3.55,51.40,5,3,1
Umesh Yadav,0,bowl,t20i,7,1,0,2,2,2.00,4,50.00,0,0,0,0,3,0,7,7,150,219,9,2/19,2/19,24.33,8.76,16.60,0,0,0
Umesh Yadav,0,bowl,odi,75,24,14,79,18*,7.90,134,58.95,0,0,8,1,22,0,75,73,3558,3565,106,4/31,4/31,33.63,6.01,33.50,4,0,0
Umesh Yadav,0,bowl,fc,96,114,45,995,128*,14.42,1445,68.85,1,1,106,43,34,0,96,175,16139,8964,312,7/48,12/79,28.73,3.33,51.70,11,15,2
Umesh Yadav,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Umesh Yadav,0,bowl,t20,148,49,27,194,26,8.81,167,116.16,0,0,16,11,38,0,148,146,3068,4278,148,5/18,5/18,28.90,8.36,20.70,2,1,0
Umesh Yadav,0,bowl,list-a,118,52,25,284,30,10.51,297,95.62,0,0,24,15,32,0,118,116,5682,5451,164,5/26,5/26,33.23,5.75,34.60,4,1,0
Anrich Nortje,0,bowl,test,10,18,4,104,40,7.42,432,24.07,0,0,14,0,2,0,10,17,1894,1164,39,6/56,8/120,29.84,3.68,48.50,0,3,0
Anrich Nortje,0,bowl,t20i,5,1,0,2,2,2.00,6,33.33,0,0,0,0,0,0,5,5,114,155,3,1/24,1/24,51.66,8.15,38.00,0,0,0
Anrich Nortje,0,bowl,odi,9,2,1,9,8,9.00,19,47.36,0,0,0,0,2,0,9,9,454,397,21,4/51,4/51,18.90,5.24,21.60,1,0,0
Anrich Nortje,0,bowl,fc,58,78,20,823,79*,14.18,1860,44.24,0,4,96,12,11,0,58,100,9901,5418,203,6/44,9/98,26.68,3.28,48.70,11,8,0
Anrich Nortje,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Anrich Nortje,0,bowl,t20,46,13,6,65,25,9.28,58,112.06,0,0,4,2,12,0,46,46,1020,1302,56,4/19,4/19,23.25,7.65,18.20,2,0,0
Anrich Nortje,0,bowl,list-a,42,17,4,105,17,8.07,183,57.37,0,0,8,0,10,0,42,41,2058,1648,72,4/46,4/46,22.88,4.80,28.50,2,0,0
Kagiso Rabada,0,bowl,test,45,68,12,628,34,11.21,1379,45.54,0,0,90,8,23,0,45,82,8431,4720,202,7/112,13/144,23.36,3.35,41.70,9,9,4
Kagiso Rabada,0,bowl,t20i,26,7,3,37,22,9.25,39,94.87,0,0,3,2,5,0,26,26,577,819,31,3/30,3/30,26.41,8.51,18.60,0,0,0
Kagiso Rabada,0,bowl,odi,77,30,14,273,31*,17.06,344,79.36,0,0,22,5,25,0,77,75,3962,3293,119,6/16,6/16,27.67,4.98,33.20,6,1,0
Kagiso Rabada,0,bowl,fc,64,89,15,840,48*,11.35,1782,47.13,0,0,119,12,30,0,64,117,12175,6527,274,9/33,14/105,23.82,3.21,44.40,12,12,5
Kagiso Rabada,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kagiso Rabada,0,bowl,t20,113,40,14,249,44,9.57,244,102.04,0,0,21,8,37,0,113,111,2503,3260,155,4/21,4/21,21.03,7.81,16.10,5,0,0
Kagiso Rabada,0,bowl,list-a,95,40,17,322,31*,14.00,416,77.40,0,0,28,5,29,0,95,92,4870,4140,140,6/16,6/16,29.57,5.10,34.70,8,1,0
Tom Curran,0,all,test,2,3,1,66,39,33.00,120,55.00,0,0,12,0,0,0,2,3,396,200,2,1/65,1/82,100.00,3.03,198.00,0,0,0
Tom Curran,0,all,t20i,28,11,7,54,14*,13.50,47,114.89,0,0,0,4,8,0,28,27,540,838,26,4/36,4/36,32.23,9.31,20.70,1,0,0
Tom Curran,0,all,odi,26,17,9,303,47*,37.87,321,94.39,0,0,29,5,5,0,26,26,1188,1212,30,5/35,5/35,40.40,6.12,39.60,1,1,0
Tom Curran,0,all,fc,59,81,11,1241,60,17.72,2445,50.75,0,5,168,6,20,0,59,95,10341,5613,195,7/20,10/176,28.78,3.25,53.00,13,7,1
Tom Curran,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tom Curran,0,all,t20,137,77,27,993,62,19.86,750,132.40,0,3,87,28,41,0,137,134,2758,4080,158,4/22,4/22,25.82,8.87,17.40,3,0,0
Tom Curran,0,all,list-a,84,56,21,739,47*,21.11,790,93.54,0,0,60,9,26,0,84,81,3789,3555,122,5/16,5/16,29.13,5.62,31.00,5,3,0
Axar Patel,0,all,test,3,4,0,55,43,13.75,131,41.98,0,0,7,1,1,0,3,6,766,286,27,6/38,11/70,10.59,2.24,28.30,1,4,1
Axar Patel,0,all,t20i,12,8,4,75,20*,18.75,57,131.57,0,0,4,3,5,0,12,12,252,289,9,3/17,3/17,32.11,6.88,28.00,0,0,0
Axar Patel,0,all,odi,38,20,6,181,38,12.92,190,95.26,0,0,8,8,15,0,38,35,1908,1409,45,3/34,3/34,31.31,4.43,42.40,0,0,0
Axar Patel,0,all,fc,42,59,8,1720,110*,33.72,2793,61.58,1,13,219,18,21,0,42,74,9537,3955,161,7/54,11/70,24.56,2.48,59.20,7,10,2
Axar Patel,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Axar Patel,0,all,t20,156,115,37,1702,70*,21.82,1301,130.82,0,2,115,72,60,0,156,155,3310,3779,133,4/21,4/21,28.41,6.85,24.80,1,0,0
Axar Patel,0,all,list-a,133,92,25,2036,98*,30.38,2098,97.04,0,9,163,48,54,0,133,128,6919,4922,169,6/43,6/43,29.12,4.26,40.90,3,1,0
Lukman Meriwala,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lukman Meriwala,0,bowl,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lukman Meriwala,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lukman Meriwala,0,bowl,fc,17,23,10,101,14,7.76,237,42.61,0,0,19,0,6,0,17,29,2703,1226,59,6/25,10/61,20.77,2.72,45.80,2,3,1
Lukman Meriwala,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lukman Meriwala,0,bowl,t20,45,5,3,10,6*,5.00,6,166.66,0,0,1,0,13,0,45,44,952,1079,73,5/8,5/8,14.78,6.80,13.00,1,3,0
Lukman Meriwala,0,bowl,list-a,36,19,10,116,20*,12.88,197,58.88,0,0,11,1,5,0,36,36,1589,1267,47,3/29,3/29,26.95,4.78,33.80,0,0,0
Shreyas Iyer,0,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shreyas Iyer,0,bat,t20i,29,26,7,550,67,28.94,411,133.81,0,3,44,22,8,0,29,-,-,-,-,-,-,-,-,-,-,-,-
Shreyas Iyer,0,bat,odi,22,20,1,813,103,42.78,810,100.37,1,8,81,17,8,0,22,2,12,15,0,-,-,-,7.50,-,0,0,0
Shreyas Iyer,0,bat,fc,54,92,4,4592,202*,52.18,5631,81.54,12,23,539,108,37,0,54,24,565,401,4,2/29,2/29,100.25,4.25,141.20,0,0,0
Shreyas Iyer,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shreyas Iyer,0,bat,t20,149,146,22,3975,147,32.05,3050,130.32,2,25,331,166,58,0,149,3,41,72,1,1/28,1/28,72.00,10.53,41.00,0,0,0
Shreyas Iyer,0,bat,list-a,104,99,10,3976,148,44.67,4122,96.45,8,25,356,107,46,0,104,19,236,237,5,1/2,1/2,47.40,6.02,47.20,0,0,0
Shimron Hetmyer,0,bat,test,16,30,0,838,93,27.93,1138,73.63,0,5,85,27,7,0,16,-,-,-,-,-,-,-,-,-,-,-,-
Shimron Hetmyer,0,bat,t20i,27,23,3,379,56,18.95,324,116.97,0,1,24,20,10,0,27,-,-,-,-,-,-,-,-,-,-,-,-
Shimron Hetmyer,0,bat,odi,45,42,3,1430,139,36.66,1338,106.87,5,4,108,52,18,0,45,-,-,-,-,-,-,-,-,-,-,-,-
Shimron Hetmyer,0,bat,fc,39,70,3,2125,107,31.71,2808,75.67,1,12,272,49,29,0,39,-,-,-,-,-,-,-,-,-,-,-,-
Shimron Hetmyer,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shimron Hetmyer,0,bat,t20,86,81,16,1669,100,25.67,1256,132.88,1,9,125,86,45,0,86,-,-,-,-,-,-,-,-,-,-,-,-
Shimron Hetmyer,0,bat,list-a,68,65,5,2238,139,37.29,2142,104.48,7,9,179,84,37,0,68,-,-,-,-,-,-,-,-,-,-,-,-
Avesh Khan,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Avesh Khan,0,bowl,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Avesh Khan,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Avesh Khan,0,bowl,fc,26,27,7,292,64,14.60,556,52.51,0,1,24,17,5,0,26,46,4486,2301,100,7/24,12/54,23.01,3.07,44.80,6,4,1
Avesh Khan,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Avesh Khan,0,bowl,t20,35,8,3,13,7,2.60,22,59.09,0,0,2,0,8,0,35,35,774,1058,46,5/17,5/17,23.00,8.20,16.80,1,1,0
Avesh Khan,0,bowl,list-a,16,12,7,62,28,12.40,78,79.48,0,0,4,3,7,0,16,15,588,523,10,3/62,3/62,52.30,5.33,58.80,0,0,0
Vishnu Vinod,1,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vishnu Vinod,1,bat,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vishnu Vinod,1,bat,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vishnu Vinod,1,bat,fc,20,35,3,717,193*,22.40,1224,58.57,1,1,84,9,30,2,20,1,12,2,0,-,-,-,1.00,-,0,0,0
Vishnu Vinod,1,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vishnu Vinod,1,bat,t20,35,34,4,906,71*,30.20,666,136.03,0,5,77,48,10,5,35,2,19,24,0,-,-,-,7.57,-,0,0,0
Vishnu Vinod,1,bat,list-a,32,32,1,1295,139,41.77,1427,90.74,4,4,115,60,16,1,32,5,98,95,2,2/16,2/16,47.50,5.81,49.00,0,0,0
Praveen Dubey,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Praveen Dubey,0,bowl,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Praveen Dubey,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Praveen Dubey,0,bowl,fc,1,1,1,46,46*,-,106,43.39,0,0,5,1,0,0,1,1,96,80,2,2/80,2/80,40.00,5.00,48.00,0,0,0
Praveen Dubey,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Praveen Dubey,0,bowl,t20,21,15,7,93,17*,11.62,98,94.89,0,0,7,2,14,0,21,21,369,442,20,4/19,4/19,22.10,7.18,18.40,1,0,0
Praveen Dubey,0,bowl,list-a,8,4,0,24,10,6.00,52,46.15,0,0,2,0,3,0,8,8,342,285,11,3/29,3/29,25.90,5.00,31.00,0,0,0
Lalit Yadav,0,all,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lalit Yadav,0,all,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lalit Yadav,0,all,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lalit Yadav,0,all,fc,12,16,2,570,91,40.71,1114,51.16,0,6,76,5,12,0,12,18,1182,610,9,2/10,2/37,67.77,3.09,131.30,0,0,0
Lalit Yadav,0,all,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Lalit Yadav,0,all,t20,40,31,15,614,52*,38.37,430,142.79,0,1,61,23,25,0,40,38,706,798,30,3/10,3/10,26.60,6.78,23.50,0,0,0
Lalit Yadav,0,all,list-a,24,19,8,459,61,41.72,519,88.43,0,3,43,9,10,0,24,24,1062,843,29,5/25,5/25,29.06,4.76,36.60,0,1,0
Rishabh Pant,1,bat,test,20,33,3,1358,159*,45.26,1900,71.47,3,6,145,33,75,7,20,-,-,-,-,-,-,-,-,-,-,-,-
Rishabh Pant,1,bat,t20i,33,29,5,512,65*,21.33,416,123.07,0,2,39,21,9,5,33,-,-,-,-,-,-,-,-,-,-,-,-
Rishabh Pant,1,bat,odi,18,16,0,529,78,33.06,463,114.25,0,3,48,21,9,1,18,-,-,-,-,-,-,-,-,-,-,-,-
Rishabh Pant,1,bat,fc,44,69,6,3210,308,50.95,3815,84.14,8,14,339,114,145,14,44,1,12,9,1,1/9,1/9,9.00,4.50,12.00,0,0,0
Rishabh Pant,1,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rishabh Pant,1,bat,t20,124,120,18,3333,128*,32.67,2253,147.93,2,20,300,158,75,20,124,-,-,-,-,-,-,-,-,-,-,-,-
Rishabh Pant,1,bat,list-a,54,50,4,1447,135,31.45,1356,106.71,1,9,141,53,52,11,54,-,-,-,-,-,-,-,-,-,-,-,-
Riyan Parag,0,bat,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Riyan Parag,0,bat,t20i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Riyan Parag,0,bat,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Riyan Parag,0,bat,fc,13,21,0,659,123,31.38,1211,54.41,1,4,74,21,10,0,13,19,883,602,14,3/60,6/142,43.00,4.09,63.00,0,0,0
Riyan Parag,0,bat,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Riyan Parag,0,bat,t20,48,39,6,895,77*,27.12,697,128.40,0,7,66,43,19,0,48,33,478,589,17,3/30,3/30,34.64,7.39,28.10,0,0,0
Riyan Parag,0,bat,list-a,24,22,1,541,82,25.76,682,79.32,0,3,61,13,10,0,24,20,804,676,22,4/27,4/27,30.72,5.04,36.50,1,0,0
Mayank Markande,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mayank Markande,0,bowl,t20i,1,-,-,-,-,-,-,-,-,-,-,-,0,0,1,1,24,31,0,-,-,-,7.75,-,0,0,0
Mayank Markande,0,bowl,odi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mayank Markande,0,bowl,fc,17,20,3,314,76*,18.47,729,43.07,0,2,33,1,4,0,17,29,2878,1338,59,6/84,8/84,22.67,2.78,48.70,3,4,0
Mayank Markande,0,bowl,list a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mayank Markande,0,bowl,t20,38,16,11,78,33*,15.60,69,113.04,0,0,8,1,9,0,38,38,775,953,38,4/23,4/23,25.07,7.37,20.30,1,0,0
Mayank Markande,0,bowl,list-a,43,19,9,153,32,15.30,172,88.95,0,0,13,3,8,0,43,40,2091,1617,68,4/25,4/25,23.77,4.63,30.70,3,0,0
Kartik Tyagi,0,bowl,test,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
